File	Start	End	English	Salish	Tags	Audio	
comox06_side1	14:32.4	14:34	(Alright so this first is) “to add to”			Play	
comox06_side1	14:37	14:38.2	(And the next is) “to take away”			Play	
comox06_side1	14:43.3	14:44.7	(Okay this first is) “he’s smart”			Play	
comox06_side1	14:47.6	14:49.3	(And then) “smart man”			Play	
comox06_side1	14:52.8	14:55	(Alright this is) “foolish”			Play	
comox06_side1	14:59.8	15:02.2	(Alright so this is) “everyone likes him”			Play	
comox06_side1	15:08	15:09.5	(And then) “I like you”			Play	
comox06_side1	15:13.4	15:14.9	(Okay so this is) “They like each other”			Play	
comox06_side1	15:19.5	15:20.6	(This is) “adultery”			Play	
comox06_side1	15:25.3	15:26.9	(This is) “a grown up”			Play	
comox06_side1	15:32	15:33.6	(Okay so this is) “to lecture or advise someone”			Play	
comox06_side1	15:39.8	15:41.2	(This first is just) “to think”			Play	
comox06_side1	15:46.7	15:49.16	(And then) “I think I’m gonna go to Courtnenay”			Play	
comox06_side1	15:55	15:56.8	(The first is) “how old are you?”			Play	
comox06_side1	16:05	16:06.7	(And then- if you ask a small baby-ask it) “how old is he”			Play	
comox06_side1	16:11.2	16:12.5	(Okay so the first is) “sick”	gatəq		Play	
comox06_side1	16:16	16:17.4	(And then) “sickly”	gɩtgatəq		Play	
comox06_side1	16:22	16:24.5	(So this means) “I just got it”			Play	
comox06_side1	16:29	16:30.2	(Okay so this means) “again”			Play	
comox06_side1	16:34	16:36.3	(Okay so this is) “I’m gonna change it”			Play	
comox06_side1	16:41	16:42	Okay so this is “Cod Bay”		Places	Play	
comox06_side1	16:45.2	16:46.4	Alright so this is “Point Holmes”		Places	Play	
comox06_side1	16:50.3	16:51.9	(And then) “the Goose Spit”		Places	Play	
comox06_side1	16:58.4	17:00	(Then) “the point- At Royston”		Places	Play	
comox06_side1	17:05	17:06	(Alright and then this is just the word for) “a rake” [??]			Play	
comox06_side1	17:07.6	17:09	(same word rake?)			Play	
comox06_side1	17:13.5	17:15.1	(And then lets see) “Union Bay”		Places	Play	
comox06_side1	17:20.5	17:22	(And then) “Fanny Bay”		Places	Play	
comox06_side1	17:28.6	17:30	(And then the word for) “barnacle”			Play	
comox06_side1	17:34.5	17:36	(And then) “Deep Bay”		Places	Play	
comox06_side1	17:42.4	17:44.7	I walk around.			Play	
comox06_side1	17:50.5	17:52.5	Denman Island		Places	Play	
comox06_side1	17:56.5	17:58	Hornby Island		Places	Play	
comox06_side1	18:03.4	18:05	Seal Island		Places	Play	
comox06_side1	18:08	18:10.1	(And then) “Tree Island”		Places	Play	
comox06_side1	18:15	18:16.5	(Then) “Henry Bay”		Places	Play	
comox06_side1	18:21	18:22.5	(So this is) “The Met Café”		Places	Play	
comox06_side1	18:27.39	18:28.5	(And then) “Boyle Point”		Places	Play	
comox06_side1	18:38	18:39.2	(And) “the point on Hornby - it doesn’t have a name now- where the ferry arrives”		Places	Play	
comox06_side1	18:46	18:47.5	(And then) “Ford Cove”		Places	Play	
comox06_side1	18:51	18:52.7	(And then) “Qualicum”		Places	Play	
comox06_side1	18:58.5	18:59.7	(And) “Black Creek”		Places	Play	
comox06_side1	19:03	19:04.5	(Alright so this is) “Oyster River”		Places	Play	
comox06_side1	19:08	19:09.5	(And then) “Campbell river”		Places	Play	
comox06_side1	19:13	19:14.7	Cape Mudge		Places	Play	
comox06_side1	19:19	19:20.7	Quathiaski Cove		Places	Play	
comox06_side1	19:26.5	19:27.8	(And then lets see) “The comox Glacier”		Places	Play	
comox06_side1	19:30.9	19:32.2	Stolon River [??]		Places	Play	
comox06_side1	19:38.4	19:39.5	(And then the word) “to overflow”			Play	
comox06_side1	19:45	19:46.5	(So this is) “the slough on the Courtney River”		Places	Play	
comox06_side1	19:51.8	19:53.3	(This is) “I’m gonna chase him or it away”			Play	
comox06_side1	19:58	20:00.5	(This is) “I finished the boat”			Play	
comox06_side1	20:09.5	20:12.1	(Okay and then- so this is) “I want to finish the boat”			Play	
comox06_side1	20:18.8	20:20.1	(So this two ways to say) “I am fine”			Play	
comox06_side1	20:20.1	20:21.8	I am fine (#2)			Play	
comox06_side1	20:27	20:28.8	(Alright so this is the question) “are you good or how are you?			Play	
comox06_side1	20:35	20:39	(Alright so this is) “when he leaves or when he goes- we’ll eat”			Play	
comox06_side1	20:47	20:50	(Okay so first is) “line those rocks up”			Play	
comox06_side1	20:57	20:58.8	(Okay and then) “you guys line up”			Play	
comox06_side1	21:04	21:05.5	(Okay so this means) “leave it”			Play	
comox06_side1	21:12.5	21:13.85	(So this is) “he’s leaving it”			Play	
comox06_side1	21:19.2	21:20.8	(And then) “I’m not taking it along”			Play	
comox06_side1	21:24.7	21:26.2	(Okay so this is) “we’ll go”			Play	
comox06_side1	21:31.2	21:32.8	(And then the order) “take him along”			Play	
comox06_side1	21:36	21:37.5	(And then) “take me along”			Play	
comox06_side1	21:45.5	21:47	(And) “take them along”			Play	
comox06_side1	21:52	21:53.6	(So this is) “take us along”			Play	
comox06_side1	21:58.2	22:00	(Alright so this) is “my personality”			Play	
comox06_side1	22:09	22:10.6	(Okay) so this is “my clothes”			Play	
comox06_side1	22:15.2	22:17	(Alright so this is) “rub my body (the order)			Play	
comox06_side1	22:22	22:23.8	(And then-so this is) “he’s choosing it”			Play	
comox06_side1	22:28.8	22:30.2	(So this is) “he’s subtracting or taking away from it”			Play	
comox06_side1	22:35	22:37.2	(Alright this is) “bring me that knife”			Play	
comox06_side1	22:43.5	22:46.7	“I don’t want that one I want the other one”			Play	
comox06_side1	22:53.8	22:55	(The first one is) “a grown up”			Play	
comox06_side1	22:58	22:59.2	(And then) “a door”			Play	
comox06_side1	23:04.8	23:06.5	(Okay so both of these mean) “what are you thinking?”			Play	
comox06_side1	23:06.5	23:08.8	What are you thinking? (#2)			Play	
comox06_side1	23:12.3	23:13.9	(Okay the first one is) “He’s stirring it”			Play	
comox06_side1	23:18	23:19.3	(So this is the order) “Stir it”			Play	
comox06_side1	23:24.5	23:26.5	(This is) “I feel a wind, a draft”			Play	
comox06_side1	23:33.8	23:35.6	(And then) “I am happy”			Play	
comox06_side1	23:39	23:40.9	a member of a different tribe			Play	
comox06_side1	23:49	23:51.1	Let him go.			Play	
comox06_side1	23:56	23:57.3	(and then another way to say) let him go			Play	
comox06_side1	24:02.6	24:04	(okay, so this means) kind			Play	
comox06_side1	24:06.3	24:08.4	a kind person			Play	
comox06_side1	24:13.3	24:15	he is almost finished			Play	
comox06_side1	24:18.8	24:20.8	(and then) we're almost there			Play	
comox06_side1	24:25.5	24:26.8	(and then) a pile			Play	
comox06_side1	24:29.3	24:31.8	sand			Play	
comox06_side1	24:40.5	24:42.65	(the order) pile the wood			Play	
comox06_side1	24:49	24:50.6	(this means) I'm alone			Play	
comox06_side1	24:55	24:56.6	(and another way to say) I'm alone			Play	
comox06_side1	25:03	25:04.8	(this is) a person who's always talking loudly			Play	
comox06_side1	25:06.2	25:07.6	loud			Play	
comox06_side1	25:12	25:13.6	I'm [amazing??]			Play	
comox06_side1	25:15.1	25:16.6	I'm [amazing??] (#2)			Play	
comox06_side1	25:22	25:23	the bow (of a boat)			Play	
comox06_side1	25:24.9	25:25.9	(and then) the stern			Play	
comox06_side1	25:33	25:34.2	the left side of a boat			Play	
comox06_side1	25:37.2	25:39	(and then) the right side of a boat			Play	
comox06_side1	25:42	25:43.5	(the) left hand			Play	
comox06_side1	25:45.8	25:47.2	(the) right hand			Play	
comox06_side1	25:53.5	25:55	(this first one means) to be sunburned (it really means burnt)			Play	
comox06_side1	25:57.9	25:59.2	(and then) skull [scald??]			Play	
comox06_side1	26:04.2	26:06	my ancestors (or) my forefathers			Play	
comox06_side1	26:10	26:11	fish head			Play	
comox06_side1	26:15.5	26:17.7	(the nose, or) the beak of a bird			Play	
comox06_side1	26:21.5	26:22.5	an engine			Play	
comox06_side1	26:31	26:32.5	(this is) a dream, (that you'd dream at night)			Play	
comox06_side1	26:32.5	26:33.8	a dream (#2) [??]			Play	
comox06_side1	26:37.2	26:38.6	(this is) he's always eating			Play	
comox06_side1	26:42	26:43.2	(and then) apples			Play	
comox06_side1	26:48.8	26:50	(this is) to learn			Play	
comox06_side1	26:54.2	26:55.6	(then) learning			Play	
comox06_side1	27:00	27:02	go learn from him			Play	
comox06_side1	27:06.5	27:09	(again) go learn from him [??]			Play	
comox06_side1	27:13.8	27:15	(this is) a needle			Play	
comox06_side1	27:17.8	27:19.2	(then) scissors			Play	
comox06_side1	27:23.6	27:25	material [yardage]			Play	
comox06_side1	27:30	27:31.6	(then) a thimble			Play	
comox06_side1	27:40	27:41.6	(this means either) a bullet (or) lead			Play	
comox06_side1	27:46.2	27:47.6	(these are) shotgun shells			Play	
comox06_side1	27:52	27:53.8	(then) a wooden floor			Play	
comox06_side1	27:58.2	27:59.8	(this is) he never tells the truth			Play	
comox06_side1	28:09	28:11.4	(this is) what he does is not true			Play	
comox06_side1	28:18	28:20	(this is) he knows how to perform in a match [??]			Play	
comox06_side1	28:27.8	28:28.8	lost			Play	
comox06_side1	28:33	28:34.9	to lose it			Play	
comox06_side1	28:38.6	28:40	to rise up			Play	
comox06_side1	28:44	28:45.4	to lean back			Play	
comox06_side1	28:53	28:55.35	to put something together or assemble it			Play	
comox06_side1	29:03.4	29:04.7	to gather something up into a pile			Play	
comox06_side1	29:10.5	29:13.5	(so this is) he got the house he wanted			Play	
comox06_side1	29:20.2	29:21.5	(I got it, or) I received it			Play	
comox06_side1	29:26.6	29:28.6	I can barely hear it			Play	
comox06_side1	29:36.3	29:37.8	(the order) keep away from it			Play	
comox06_side1	29:42.9	29:44.2	a feeling			Play	
comox06_side1	29:48.6	29:50	a jar			Play	
comox06_side1	29:54	29:55.2	(this is) a shake			Play	
comox06_side1	30:01	30:02.6	(this is) he's jealous [??]			Play	
comox06_side1	30:08	30:10	He's jealous.			Play	
comox06_side1	30:16	30:17.8	jealousy			Play	
comox06_side1	30:23	30:25	(this is) he's making fun of him			Play	
comox06_side1	30:38.5	30:40	(this is) plain [plane?]			Play	
comox06_side1	30:45.4	30:46.9	A ladder (or) a wharf			Play	
comox06_side1	30:51.1	30:52.5	(then) a bottle			Play	
comox06_side1	31:00.5	31:02	(the juice of anything;) juice			Play	
comox06_side1	31:08	31:09.8	to jump			Play	
comox06_side1	31:14	31:15.1	(just) to jump [on, off, once??]			Play	
comox06_side1	31:23.2	31:25	(then) a mixture (or) junk			Play	
comox06_side1	31:30.4	31:32	to dump (I guess, out of a can)			Play	
comox06_side1	31:36.2	31:38.2	to keep it			Play	
comox06_side1	31:44	31:45.5	a fairytale (or) mythical story			Play	
comox06_side1	31:49.5	31:51.2	(just say) fly (for me once)			Play	
comox06_side1	31:55.3	31:56.5	(then) mosquito			Play	
comox06_side1	32:00.7	32:02.2	(okay, so this is) a mosquito			Play	
comox06_side1	32:07.9	32:09.3	a tree (we're not sure which kind of tree)			Play	
comox06_side1	32:13.2	32:14.5	(then) a flea			Play	
comox06_side1	32:19	32:20.2	(this is) a tribe			Play	
comox06_side1	32:24	32:25	a kiss			Play	
comox06_side1	32:29	32:30.8	a lot of pots			Play	
comox06_side1	32:36	32:37.5	cup			Play	
comox06_side1	32:37.4	32:39	cups			Play	
comox06_side1	32:44.2	32:47	(this means) his legs are far apart (or) he is bow legged			Play	
comox06_side1	32:55.5	32:57	(okay, can you just say that...[??]) people are close together			Play	
comox06_side1	33:04	33:05	a knot in a board			Play	
comox06_side1	33:08	33:09	a knot in a board (#2) [?? is this true]			Play	
comox06_side1	33:12.4	33:14	a knot on a tree			Play	
comox06_side1	33:19.5	33:20.8	(this means) to spread			Play	
comox06_side1	33:25.2	33:27.2	I'll paint the house			Play	
comox06_side1	33:33.9	33:36.2	you'll feed the horse			Play	
comox06_side1	33:44	33:47.3	he'll drive (or, use) the wagon			Play	
comox06_side1	33:52.5	33:56	we'll finish the job			Play	
comox06_side1	34:01.8	34:03	(the first one is just) dig			Play	
comox06_side1	34:05.2	34:06.5	(then) digging			Play	
comox06_side1	34:13	34:14.7	(so, this is) you guys dig the well			Play	
comox06_side1	34:22.3	34:24.7	you'll dig the well			Play	
comox06_side1	34:30.8	34:33.3	they'll shove (or push) the boat			Play	
comox06_side1	34:40	34:43	I told him I'll go on			Play	
comox06_side1	34:51.6	34:54.8	I told you to take him along			Play	
comox06_side1	35:02	35:04	that dog is helping			Play	
comox06_side1	35:08.4	35:10.5	that dog is helping him			Play	
comox06_side1	35:17	35:18.2	help him			Play	
comox06_side1	35:25.5	35:27.8	did you meet him?			Play	
comox06_side1	35:32	35:33.6	(the order) go and meet him			Play	
comox06_side1	35:38	35:39.8	do you know him?			Play	
comox06_side1	35:42.6	35:44	to know somebody			Play	
comox06_side1	35:50.2	35:52.6	we met			Play	
comox06_side1	35:58	35:59.6	I'll meet him			Play	
comox06_side1	36:03.6	36:05.2	he'll meet me			Play	
comox06_side1	36:08.9	36:10.6	we met him			Play	
comox06_side1	36:15	36:16.7	I met him (in the past tense)			Play	
comox06_side1	36:21	36:23.2	he's going to meet him			Play	
comox06_side1	36:29	36:30.6	he's gone to meet him			Play	
comox06_side1	36:30.6	36:32.3	He's gone to meet him (#2) [??is this true]			Play	
comox06_side1	36:39	36:42	they met me (– the people)			Play	
comox06_side1	36:46	36:48.1	they met me			Play	
comox06_side1	36:53	36:54.7	I startled him			Play	
comox06_side1	36:58.2	37:00	I'm going to startle him			Play	
comox06_side1	37:06.9	37:08.4	he's been startled			Play	
comox06_side1	37:18	37:20	where's the fish			Play	
comox06_side1	37:25	37:27.7	someone must have stolen my fish			Play	
comox06_side1	37:33.8	37:35	it's eaten			Play	
comox06_side1	37:40.5	37:43.2	the dog ate the fish			Play	
comox06_side1	37:50	37:52	the dog ate it			Play	
comox06_side1	37:57	37:59	the dog ate it (a different way of saying it)			Play	
comox06_side1	38:03.6	38:04.6	he's eating it			Play	
comox06_side1	38:08.8	38:11	the dog is eating the fish			Play	
comox06_side1	38:15	38:17	you startled me			Play	
comox06_side1	38:21.5	38:23.1	(another way to say) you startled me			Play	
comox06_side1	38:27.9	38:29.3	we startled him			Play	
comox06_side1	38:32.5	38:34.5	it startled us			Play	
comox06_side1	38:40	38:42	you guys are startled			Play	
comox06_side1	38:46.5	38:48.5	you guys startled us			Play	
comox06_side1	38:53.4	38:56.1	it startled you guys			Play	
comox06_side1	39:02	39:04.2	you startled me (in the past)			Play	
comox06_side1	39:09.5	39:11.8	you guys startled us (in the past)			Play	
comox06_side1	39:16	39:17.5	I startled you.			Play	
comox06_side1	39:23	39:24.6	I startled him.			Play	
comox06_side1	39:29	39:30.8	I startled them.			Play	
comox06_side1	39:35	39:36.8	I lost it.			Play	
comox06_side1	39:41.5	39:43.2	You'll lose it.			Play	
comox06_side1	39:50	39:51.6	It’s lost.			Play	
comox06_side1	39:54	39:55.8	I met him (in the past ).			Play	
comox06_side1	40:01	40:03.9	He didn't know we met.			Play	
comox06_side1	40:09.2	40:12	He's been sent to the store.			Play	
comox06_side1	40:18.6	40:21.6	You guys'll finish your job.			Play	
comox06_side1	40:26	40:28.6	He'll finish his job.			Play	
comox06_side1	40:34.6	40:37.4	I told him to go and help you.			Play	
comox06_side1	40:44	40:46.9	I asked him to come and help me.			Play	
comox06_side1	40:52.4	40:55	I asked you to come and help me. (#2)			Play	
comox06_side1	41:01	41:03	Come and help me.			Play	
comox06_side1	41:03	41:04.7	Come and help me. (#2)			Play	
comox06_side1	41:08	41:10.9	I asked you to come and help him.			Play	
comox06_side1	41:17	41:20	(so, this is) He asked me to come.			Play	
comox06_side1	41:25	41:28.4	(this is another way to say) He asked me to come.			Play	
comox06_side1	41:37.2	41:40.8	He asked me to come and help you.			Play	
comox06_side1	41:43.65	41:47.5	He asked me to come and help you. (#2)			Play	
comox06_side1	41:50.5	41:54.8	He asked me to come help you guys.			Play	
comox06_side1	42:03.2	42:06.3	(okay, so) he asked you to come and help us			Play	
comox06_side1	42:13.5	42:17.2	he asked me to come and help them			Play	
comox06_side1	42:23	42:24.8	I'm coming later			Play	
comox06_side1	42:30	42:33	I ask you to come (some time in the future)			Play	
comox06_side1	42:38	42:40	I asked him to come			Play	
comox06_side1	42:42.8	42:46	(again) I asked him to come			Play	
comox06_side1	42:50.8	42:52.7	we're asking him			Play	
comox06_side1	42:56	42:58.1	he asked us to come			Play	
comox06_side1	43:02	43:04.1	(another way of saying) he asked us to come			Play	
comox06_side1	43:08.1	43:10.6	(this is) he asked you guys to come			Play	
comox06_side1	43:17.2	43:19.5	(this is another way of saying) he asked you guys to come			Play	
comox06_side1	43:25.2	43:28.5	I asked them to come			Play	
comox06_side1	43:29.35	43:32	I asked them to come (#2) [?? is this true?]			Play	
comox06_side1	43:35.2	43:37.5	(this is) it's true what I told you			Play	
comox06_side1	43:41.6	43:43.2	Tom is helping me			Play	
comox06_side1	43:47.6	43:49.4	Tom is helping you			Play	
comox06_side1	43:53.3	43:55.4	Tom is helping him			Play	
comox06_side1	44:01.1	44:02.9	Tom helped me			Play	
comox06_side1	44:07.7	44:09.6	Tom helped me (in the past)			Play	
comox06_side1	44:14.2	44:16.5	Tom is helping us			Play	
comox06_side1	44:22.4	44:24.5	Tom is helping you guys			Play	
comox06_side1	44:29	44:31	Tom is helping them			Play	
comox06_side1	44:36.4	44:39.7	Tom comes to help me everyday			Play	
comox06_side1	44:46	44:47.7	they flew			Play	
comox06_side1	44:50.9	44:52	I'm going to fly			Play	
comox06_side1	44:59	45:00.2	(the order) let it fly (ok let it fly)			Play	
comox06_side1	45:04	45:05.7	I put him out			Play	
comox06_side1	45:09.2	45:11	I put you out			Play	
comox06_side1	45:14.5	45:16.2	he put me out			Play	
comox06_side1	45:20.4	45:22.3	I flew (in the past)			Play	
comox06_side1	45:26	45:27.5	I'm flying			Play	
comox06_side1	45:33.4	45:35.3	he's vomiting over and over with nothing coming out [dry-heaving??]			Play	
comox06_side1	45:39	45:40.3	(this is) evening			Play	
comox06_side1	45:44	45:45.8	dusk			Play	
comox06_side1	45:49.9	45:51	he came ashore			Play	
comox06_side1	45:59.9	46:01	quit it			Play	
comox06_side1	46:05.2	46:06.5	a snort (or) one snore			Play	
comox06_side1	46:13.8	46:15.3	he's snoring			Play	
comox06_side1	46:18.4	46:20	(this is) tired			Play	
comox06_side1	46:24.2	46:25.8	completely exhausted			Play	
comox06_side1	46:30.2	46:31.6	to wreck (or, to break up)			Play	
comox06_side1	46:36	46:37.7	(this is) he's wrecking it			Play	
comox06_side1	46:44.5	46:45.8	it's wrecked			Play	
comox06_side1	46:50	46:51.9	the house is falling apart			Play	
comox06_side1	46:56	46:57.5	flat on the back			Play	
comox06_side1	47:00.5	47:02.5	(so, this is) I fell on my back			Play	
comox06_side1			(Alright-so the last is) “I’m gonna comb my hair”				
comox06_side1			(This is) “I’m going to go in it”				
comox06_side1			(Alright so this) “I’ll walk around				
comox07_side1	00:09	00:10	(ok, so this is uh) flat on the stomach			Play	
comox07_side1	00:14.2	00:16.05	(so this is) I fell flat on my stomach			Play	
comox07_side1	00:23.2	00:25	(this is, uh) I fell (uh) head down			Play	
comox07_side1	00:28	00:29.6	(ok, so this is uh) sitting with the head down			Play	
comox07_side1	00:39	00:40.3	(ok then uh) he is sitting with his head down (ok)			Play	
comox07_side1	00:44	00:46	(ok so) I’m sitting with my head down			Play	
comox07_side1	00:55	00:57	(so this is) to accidentally sit down (oh your, uh) or fall down (uh)			Play	
comox07_side1	01:01.5	01:02.7	(alright so this one is) high tide			Play	
comox07_side1	01:06.5	1:08	(so this is) the tide’s (uh) coming in	ƛəƛqʷoqʷ		Play	
comox07_side1	01:11	01:12.7	(so this is uh) low tide			Play	
comox07_side1	01:17.3	01:19	(so uh this is uh) the tide’s starting out			Play	
comox07_side1	01:25.5	01:26.5	(ok so this is another way to say) the tide’s starting out (ok)			Play	
comox07_side1	01:29.5	01:30.7	(ok so this is) calm water			Play	
comox07_side1	01:36.2	01:37.8	(alright so this is uh) to calm down after it’s been blowing, the water calms down			Play	
comox07_side1	01:42	01:43	(ok so this is uh) dry			Play	
comox07_side1	01:46	01:47.3	(ok so this is) wet			Play	
comox07_side1	01:53.5	01:55	(ok so this is it uh) it’s dried up or dried up			Play	
comox07_side1	01:58.8	02:00	(so this is the order) wet it			Play	
comox07_side1	02:04	02:05.3	(ok so this is) it sinks	saʔy̓ɩm		Play	
comox07_side1	02:10.3	02:11.8	(alright so it sinks) it’s sinking	sɩsy̓ɩm		Play	
comox07_side1	02:15.8	02:17.4	(ok and) it’s sunk			Play	
comox07_side1	02:21	02:23	(ok so this is the order) sink it			Play	
comox07_side1	02:27	02:29.3	(ok) his (uh) boat is sunk			Play	
comox07_side1	02:33.5	02:35	(ok so) they're coming			Play	
comox07_side1	02:39	02:40.6	(ok) he’s coming			Play	
comox07_side1	02:44	02:46.5	(ok ok) they will come			Play	
comox07_side1	02:53.5	02:55	(ok ok so this is another way to say they’re they’ll they’ll) they’re coming			Play	
comox07_side1	02:59	03:00	(ok) he wants to come			Play	
comox07_side1	03:04.7	03:06.2	(alright uh) they want to come			Play	
comox07_side1	03:11	03:12.2	(ok so this is uh) comox man’s name			Play	
comox07_side1	03:18.1	03:19.5	(ok so this is uh) to be flat on the sand (uh) or grass on your stomach			Play	
comox07_side1	03:23.5	03:25	legs			Play	
comox07_side1	03:29.6	03:31.4	(ok so this is uh lo- the order) lock the door			Play	
comox07_side1	03:37	03:38	(ok so this is uh) moon			Play	
comox07_side1	03:40	03:41.2	(so this is uh) body odour			Play	
comox07_side1	03:44.4	03:46	(and then uh) under arm odour			Play	
comox07_side1	03:50	03:52.2	(ok so this is) I’ve been ready for a long time			Play	
comox07_side1	03:56.7	03:58.2	(ok ok so this is) I’m ready			Play	
comox07_side1	04:02	04:03.2	(ok this is) one canoe			Play	
comox07_side1	04:05.2	04:06.6	two canoes			Play	
comox07_side1	04:08.8	04:10.2	three canoes			Play	
comox07_side1	04:12.5	04:14.1	four canoes			Play	
comox07_side1	04:18	04:19.7	(alright and then uh) next door			Play	
comox07_side1	04:23	04:25	(ok so this is) an adze			Play	LOUD
comox07_side1	04:28.6	04:30	(ok so this is) to work with an adze			Play	
comox07_side1	04:34	04:35.6	(alright and then) the chips from an adze			Play	
comox07_side1	04:39	04:40.5	(this is) I’m frightened			Play	
comox07_side1	04:44.2	04:46.2	(ok this is) I'm afraid of him			Play	
comox07_side1	04:50.3	04:52.4	He frightens me.			Play	
comox07_side1	04:57.5	04:59.3	(so this is) I’ll frighten him			Play	
comox07_side1	05:03.7	05:05	(so this is) a coward (like)			Play	
comox07_side1	05:09	05:10.7	(and this is) he is afraid of me			Play	
comox07_side1	05:14.6	05:16	(alright so this is) a disc shape			Play	
comox07_side1	05:20.2	05:21.5	(so this is) walking away from the water			Play	
comox07_side1	05:26	05:27.7	I will walk it away from the water.			Play	
comox07_side1	05:32	05:33	(ok so this is) to chop			Play	
comox07_side1	05:37	05:38.4	(so this is) the chips from chopping			Play	
comox07_side1	05:42	05:43.6	(alright this is) I’m chopping it			Play	
comox07_side1	05:48	05:49.6	(so this is uh) I’m (uh) chopping it			Play	
comox07_side1	05:54.5	05:56	(uh) I accidentally chopped it			Play	
comox07_side1	06:00.2	06:02.1	(and then) I accidentally chopped on my leg			Play	
comox07_side1	06:09.5	06:11	(and then) he accidentally (uh) chopped me or hit me with the axe			Play	
comox07_side1	06:16	06:17.8	(uh) I (uh) chopped it in the past			Play	
comox07_side1	06:22	06:23.4	(uh) this is (uh) I’m (uh) splitting it			Play	
comox07_side1	06:32.3	06:33.42	(uh ok so uh) it’s chopped (this is) it's chopped			Play	
comox07_side1	06:40.5	06:41.6	(ok so this is uh) he’s dead (and it’s over with)			Play	
comox07_side1	06:44.4	06:46.4	(ok this is) he died a long time ago			Play	
comox07_side1	06:54.6	06:56	(so this is) he just died			Play	
comox07_side1	07:00	07:01.9	(ok and then uh) he’s dying			Play	
comox07_side1	07:08	07:09.2	(so this is uh) he died (and this is when he’s present)			Play	
comox07_side1	07:16.5	07:17.9	(and then) he died (when he’s not here we’re just talking about him ok so this is) he died			Play	
comox07_side1	07:21.8	07:23	(ok so this is) to pinch somebody			Play	
comox07_side1	07:27.9	07:29.3	(this is uh) he accidentally pinched me			Play	
comox07_side1	07:32.98	07:34.4	(ok and this is) the neck			Play	
comox07_side1	07:38	07:39.5	(ok this is) long legs			Play	
comox07_side1	07:43.5	07:45.2	(this is this is) behind the tree			Play	
comox07_side1	07:48.4	07:49.7	(and then) behind the house			Play	
comox07_side1	07:53	07:54.9	(uh this is) behind the rock			Play	
comox07_side1	08:01.8	08:03.8	behind the rock (yeah that’s on the woods side of the rock ok)			Play	
comox07_side1	08:13	08:15	(now we got one other way to say behind the rock uh so) behind the rock (#2)			Play	
comox07_side1	08:22.8	08:24	(so this is uh) I'm starting (to say)			Play	
comox07_side1	08:30	08:32.35	(so this is) I'm going to (uh) fix the fence for Tom			Play	
comox07_side1	08:42.8	08:45.8	(ok so this is) Tom gave Xwixwaylaq a net			Play	
comox07_side1	08:59.99	09:03.8	(ok so this is) Tom gave me a dog a (uh) canoe and a horse (and he’s doing it right now)			Play	
comox07_side1	09:13.2	09:19	(ok so this is uh) Tom gave me a dog a canoe and a horse			Play	
comox07_side1	09:24	09:33.8	(alright so this is) I lost the dog sold the horse and sank the canoe			Play	
comox07_side1	09:37.4	09:39	(so this is uh) backing up			Play	
comox07_side1	09:43.9	09:45.4	(ok so this is) to step back			Play	
comox07_side1	09:49	09:50.4	(ok so this is) I’ll come back			Play	
comox07_side1	09:54.5	09:56.3	(so this is) I'll take it back			Play	
comox07_side1	10:02	10:03.8	(ok so uh) he brought me back			Play	
comox07_side1	10:08.5	10:09.9	(ok) I’ll take it back			Play	
comox07_side1	10:15.5	10:17.3	(ok so this is uh) come back (the order)			Play	
comox07_side1	10:22	10:23.9	(ok so this is uh) backbones			Play	
comox07_side1	10:28.1	10:30	(ok so this is) the backbone of a man			Play	
comox07_side1	10:34.7	10:36.2	(this is another word for) backbone of a man			Play	
comox07_side1	10:40	10:42.2	(ok so this is uh) I’m bad [??]			Play	
comox07_side1	10:47	10:48.5	(ok so this is) they’re bad [??]			Play	
comox07_side1	10:55	10:57.1	(ok so this is uh) the bags (plural)			Play	
comox07_side1	11:01.5	11:03.5	(alright so this is) more than one bailer			Play	
comox07_side1	11:07	11:08	(so this is the order) bail			Play	
comox07_side1	11:11.2	11:12.8	(so this is) I’m baling			Play	
comox07_side1	11:18.5	11:21	(so this is) I'll bail the boat (I say this when I’m not on the boat)			Play	
comox07_side1	11:27.1	11:29.2	(alright so this is uh so yeah go ahead) [response to previous elicitation] I’ll bail the boat			Play	
comox07_side1	11:35	11:36.5	(so this is) I'll barbecue			Play	
comox07_side1	11:41	11:42.8	(ok so this is) I'll barbecue it			Play	
comox07_side1	11:47.2	11:48.7	(so this is) I'm barbecuing it			Play	
comox07_side1	11:53.5	11:55.5	(ok and then ok so this is) I was barbecuing			Play	
comox07_side1	11:59.9	12:02.55	(so this is) I’ll be barbecuing everything			Play	
comox07_side1	12:08	12:10	(so) he’s barking at me			Play	
comox07_side1	12:14	12:16.2	he’s barking at us			Play	
comox07_side1	12:21.7	12:23	(uh so this is the word) barking			Play	
comox07_side1	12:27	12:28.6	(so this is uh) downstream			Play	
comox07_side1	12:34	12:36	(ok and then) I’m going downstream			Play	
comox07_side1	12:42	12:43	(ok this is uh) the downstream side			Play	
comox07_side1	12:51.5	12:53.3	I’m going downstream.			Play	
comox07_side1	12:58	12:59.5	(ok this is) I feel like I’m going to vomit			Play	
comox07_side1	13:03	13:05	(so) he wants to vomit			Play	
comox07_side1	13:09	13:10.6	(ok then) I want to go			Play	
comox07_side1	13:12.8	13:14.5	(ok so another way to say) I want to go			Play	
